Instance_number,time,lread,lwrite,scall,sread,swrite,Cluster
4100,20:02:01,48,65,2210,116,80,cluster1
4101,20:31:31,5,0,2091,250,199,cluster1
4102,13:46:45,20,0,3711,291,167,cluster3
4103,11:15:31,1,0,3017,351,206,cluster3
4104,14:58:03,90,110,3933,262,171,cluster4
4105,17:28:03,12,2,2610,232,152,cluster1
4106,12:57:09,2,0,1691,197,111,cluster1
4107,14:45:23,5,1,2189,175,146,cluster1
4108,0:09:20,14,20,1384,40,30,cluster0
4109,15:56:39,9,6,2956,229,131,cluster1
4110,15:05:13,71,82,2446,267,175,cluster4
4111,16:23:45,6,1,1043,160,116,cluster0
4112,23:55:45,1,1,182,13,14,cluster0
4113,13:19:20,1,0,1423,104,65,cluster1
4114,13:18:40,1,0,993,82,88,cluster0
4115,12:37:29,10,0,3378,341,278,cluster3
4116,14:36:13,42,28,3371,230,101,cluster3
4117,14:49:43,13,4,5183,200,150,cluster2
4118,20:29:11,0,0,658,25,22,cluster0
4119,16:08:50,31,12,4007,295,143,cluster3
4120,11:53:23,13,6,3048,340,157,cluster3
4121,13:05:39,52,62,976,76,98,cluster0
4122,14:51:27,4,1,7225,252,310,cluster2
4123,12:51:19,3,0,2384,293,225,cluster1
4124,14:49:42,4,1,2727,232,132,cluster1
4125,13:58:25,37,37,3127,266,193,cluster3
4126,0:42:46,0,0,215,14,15,cluster0
4127,17:11:42,36,48,4637,858,472,cluster2
4128,17:03:02,19,5,2394,234,115,cluster1
4129,19:24:15,14,2,4395,517,446,cluster3
4130,13:06:34,9,3,2374,164,141,cluster1
4131,11:08:26,40,62,3236,247,277,cluster4
4132,13:32:25,6,5,1109,77,121,cluster0
4133,14:34:32,3,0,2286,160,97,cluster1
4134,11:25:42,4,2,1652,228,135,cluster1
4135,19:46:50,35,47,628,62,36,cluster0
4136,12:06:08,36,51,1700,145,113,cluster1
4137,21:55:58,1,0,3289,96,87,cluster3
4138,16:29:26,19,7,3762,216,131,cluster3
4139,18:26:09,7,1,773,71,55,cluster0
4140,16:26:45,7,2,1251,129,91,cluster0
4141,13:04:54,10,1,3579,745,751,cluster3
4142,21:52:43,3,0,370,21,24,cluster0
4143,12:38:34,9,2,2285,157,109,cluster1
4144,15:48:54,10,9,579,87,71,cluster0
4145,1:19:36,0,0,191,16,26,cluster0
4146,15:51:25,2,1,5162,461,286,cluster2
4147,13:11:29,39,53,1241,135,106,cluster0
4148,22:04:18,9,0,2707,388,346,cluster1
4149,11:13:16,2,1,1806,125,86,cluster1
4150,16:16:10,7,5,2818,137,128,cluster1
4151,23:40:15,2,1,264,20,29,cluster0
4152,0:39:01,1,1,220,29,31,cluster0
4153,15:16:38,7,2,1210,151,82,cluster0
4154,13:52:10,1,0,857,106,65,cluster0
4155,15:49:09,106,49,2258,270,216,cluster1
4156,16:47:31,15,2,3435,213,230,cluster3
4157,16:34:51,14,8,5333,193,128,cluster2
4158,16:32:31,3,1,1002,86,108,cluster0
4159,16:13:20,5,4,2096,137,105,cluster1
4160,14:13:46,1,1,2913,167,107,cluster1
4161,20:27:31,4,0,2148,108,77,cluster1
4162,15:33:59,4,1,2931,123,77,cluster1
4163,15:26:33,42,36,2071,326,587,cluster1
4164,20:46:41,19,9,676,98,69,cluster0
4165,14:07:31,68,67,2649,221,187,cluster4
4166,0:32:36,2,1,279,47,20,cluster0
4167,21:17:27,6,0,865,121,63,cluster0
4168,14:21:56,38,25,2538,305,314,cluster1
4169,14:12:41,1,0,2396,106,91,cluster1
4170,16:57:26,15,3,4342,258,171,cluster3
4171,14:39:37,5,1,7488,364,278,cluster2
4172,15:25:33,2,2,2978,177,118,cluster1
4173,11:21:32,1,0,1099,55,51,cluster0
4174,17:24:37,12,5,3506,425,283,cluster3
4175,14:46:37,2,1,2128,197,133,cluster1
4176,19:27:20,0,0,494,48,33,cluster0
4177,22:27:29,3,1,570,75,63,cluster0
4178,19:32:50,19,27,2061,90,106,cluster1
4179,17:36:33,0,0,2611,286,167,cluster1
4180,14:39:18,15,11,1802,198,87,cluster1
4181,13:10:19,104,108,2559,149,143,cluster4
4182,21:22:52,12,10,315,43,27,cluster0
4183,16:29:55,19,17,3516,243,200,cluster3
4184,13:10:49,23,14,3718,424,149,cluster3
4185,23:58:10,8,2,1967,286,220,cluster1
4186,16:08:05,230,170,7266,608,475,cluster2
4187,22:16:18,2,0,551,36,33,cluster0
4188,20:11:36,16,15,623,130,61,cluster0
4189,17:55:13,4,1,2605,176,103,cluster1
4190,13:09:34,2,0,1623,83,139,cluster1
4191,14:31:47,16,14,5702,310,174,cluster2
4192,12:45:39,16,1,2425,124,108,cluster1
4193,14:32:12,1,1,7299,305,185,cluster2
4194,22:19:33,3,0,1518,95,546,cluster1
4195,14:55:43,51,72,3680,234,179,cluster4
4196,18:54:44,2,0,1010,63,59,cluster0
4197,17:09:47,12,3,2857,159,132,cluster1
4198,13:39:40,1,0,1927,102,81,cluster1
4199,13:29:00,40,50,2932,223,102,cluster1
4200,18:39:54,1,1,1078,34,30,cluster0
4201,18:42:44,1,0,2875,153,109,cluster1
4202,11:50:57,177,197,2319,186,134,cluster4
4203,16:03:30,16,2,2557,384,123,cluster1
4204,16:37:15,19,16,1806,406,226,cluster1
4205,1:15:36,2,1,198,13,24,cluster0
4206,16:11:30,7,6,593,57,47,cluster0
4207,0:54:46,17,15,1035,576,58,cluster0
4208,11:45:42,36,53,1730,158,151,cluster1
4209,16:19:40,3,1,856,64,52,cluster0
4210,15:41:54,1,0,756,44,33,cluster0
4211,13:53:20,6,0,1146,99,53,cluster0
4212,14:19:51,14,12,2248,386,119,cluster1
4213,15:19:59,23,13,2766,146,118,cluster1
4214,20:47:26,0,0,183,26,25,cluster0
4215,13:39:10,6,0,1899,222,92,cluster1
4216,15:29:03,1,0,887,62,64,cluster0
4217,13:17:55,57,76,3219,328,182,cluster4
4218,20:35:31,0,0,750,76,69,cluster0
4219,0:30:01,0,0,160,12,16,cluster0
4220,15:47:09,48,46,2516,361,382,cluster1
4221,14:55:38,2,2,3472,220,193,cluster3
4222,22:05:58,0,0,179,11,25,cluster0
4223,15:54:34,19,12,5315,437,423,cluster2
4224,16:01:25,13,0,4123,322,151,cluster3
4225,19:57:15,5,0,925,158,118,cluster0
4226,14:54:53,42,3,3704,403,316,cluster3
4227,15:26:43,0,0,1060,113,53,cluster0
4228,11:51:12,2,1,3503,268,139,cluster3
4229,16:42:01,6,3,2318,251,127,cluster1
4230,22:19:18,3,0,601,65,41,cluster0
4231,1:24:31,5,1,1391,177,158,cluster1
4232,16:39:30,18,12,2192,420,153,cluster1
4233,18:19:59,10,5,2337,74,54,cluster1
4234,13:50:05,7,0,4117,303,247,cluster3
4235,14:34:22,8,0,5699,646,508,cluster2
4236,22:37:54,1,1,506,166,91,cluster0
4237,13:09:04,7,2,846,45,71,cluster0
4238,15:02:54,15,12,2717,263,176,cluster1
4239,15:17:34,34,21,2783,251,178,cluster1
4240,22:22:48,4,0,539,63,44,cluster0
4241,17:01:11,183,196,6390,405,204,cluster2
4242,16:15:40,53,55,5853,192,134,cluster2
4243,12:43:19,5,0,4269,839,508,cluster3
4244,20:20:46,1,0,576,52,22,cluster0
4245,0:34:01,1,0,305,24,26,cluster0
4246,21:08:32,0,0,367,53,44,cluster0
4247,1:21:46,4,1,417,60,28,cluster0
4248,1:33:46,0,0,470,18,32,cluster0
4249,18:50:44,1,0,1790,103,58,cluster1
4250,19:32:40,2,1,1495,71,75,cluster1
4251,20:49:16,56,67,398,52,37,cluster0
4252,20:20:06,20,27,1209,99,42,cluster0
4253,21:17:07,5,1,413,42,50,cluster0
4254,16:44:05,31,10,3783,386,327,cluster3
4255,23:44:30,4,0,1734,220,202,cluster1
4256,23:36:50,0,0,238,43,18,cluster0
4257,17:21:02,23,11,5333,181,109,cluster2
4258,14:55:33,1,0,4611,353,201,cluster3
4259,15:50:05,5,1,3506,350,189,cluster3
4260,14:59:13,1,0,2497,362,169,cluster1
4261,15:15:09,22,10,3834,198,139,cluster3
4262,16:32:30,10,10,1489,122,64,cluster1
4263,16:03:00,54,61,1893,180,146,cluster1
4264,15:12:04,60,72,3150,285,205,cluster4
4265,23:17:09,1,1,158,14,13,cluster0
4266,22:15:58,2,0,447,53,38,cluster0
4267,19:56:10,30,41,1298,133,179,cluster0
4268,23:11:39,6,1,769,104,33,cluster0
4269,12:05:33,50,62,3731,387,227,cluster3
4270,16:43:25,9,5,2947,243,148,cluster1
4271,0:51:01,5,1,1139,116,125,cluster0
4272,19:00:30,1,0,336,39,37,cluster0
4273,19:11:50,19,29,2161,80,108,cluster1
4274,22:36:09,68,40,1263,197,123,cluster0
4275,12:17:58,25,2,5086,335,283,cluster2
4276,16:11:40,20,8,1387,214,148,cluster1
4277,12:37:34,7,0,2314,324,293,cluster1
4278,1:31:06,1,0,284,42,13,cluster0
4279,17:55:53,6,0,2246,70,64,cluster1
4280,13:21:35,1,0,781,60,64,cluster0
4281,12:39:39,10,0,1115,103,90,cluster0
4282,16:07:05,28,40,943,123,228,cluster0
4283,12:03:23,84,47,2579,355,292,cluster1
4284,14:23:21,19,18,3858,222,151,cluster3
4285,11:33:12,9,3,2961,416,311,cluster3
4286,22:52:54,12,16,413,19,11,cluster0
4287,15:19:23,1,0,2456,158,111,cluster1
4288,17:50:23,12,2,2144,148,134,cluster1
4289,15:48:20,3,0,3052,111,197,cluster3
4290,14:22:01,128,51,2429,355,346,cluster4
4291,17:48:58,45,51,3855,184,200,cluster3
4292,14:54:03,3,0,4170,241,143,cluster3
4293,13:55:35,7,0,3317,310,254,cluster3
4294,13:27:10,6,4,1263,154,97,cluster0
4295,11:47:12,1,0,1773,89,65,cluster1
4296,14:20:11,13,12,2859,459,215,cluster3
4297,12:20:13,62,11,3587,174,142,cluster3
4298,17:37:08,12,12,1404,180,117,cluster1
4299,19:01:35,1,0,444,54,66,cluster0
4300,16:04:40,9,4,3289,385,348,cluster3
4301,17:19:52,11,4,3344,175,106,cluster3
4302,11:15:16,0,0,3416,234,120,cluster3
4303,23:00:24,3,1,477,35,30,cluster0
4304,13:22:40,1,0,789,116,122,cluster0
4305,11:27:32,5,2,2929,387,204,cluster3
4306,15:47:25,5,4,5427,247,221,cluster2
4307,13:57:05,6,2,964,170,99,cluster0
4308,14:01:16,1,1,2173,184,149,cluster1
4309,15:35:59,26,36,5731,312,224,cluster2
4310,14:44:52,7,3,4821,472,459,cluster3
4311,14:09:21,2,0,2422,144,74,cluster1
4312,17:31:13,19,7,2115,255,97,cluster1
4313,16:27:06,3,1,1254,78,56,cluster0
4314,16:06:55,66,80,4529,182,149,cluster3
4315,0:38:16,3,0,953,143,121,cluster0
4316,23:18:54,0,0,266,46,39,cluster0
4317,16:14:10,16,1,3680,481,367,cluster3
4318,14:13:16,4,2,3367,215,174,cluster3
4319,0:29:41,0,0,158,13,15,cluster0
4320,14:00:31,56,64,3893,332,238,cluster3
4321,12:08:43,1,0,1295,124,122,cluster0
4322,19:28:20,2,0,692,87,62,cluster0
4323,1:03:36,19,27,198,18,19,cluster0
4324,14:11:31,4,2,3107,270,198,cluster3
4325,22:57:59,4,0,595,75,63,cluster0
4326,15:20:13,4,3,2319,163,134,cluster1
4327,18:12:59,5,2,2521,118,103,cluster1
4328,13:35:40,3,3,1293,94,103,cluster0
4329,21:56:43,5,1,2312,80,81,cluster1
4330,23:57:40,13,18,220,24,21,cluster0
4331,17:12:02,26,18,4169,837,451,cluster3
4332,21:14:12,9,0,3170,444,385,cluster3
4333,22:39:39,2,1,448,120,32,cluster0
4334,12:02:48,1,0,4396,223,165,cluster3
4335,14:46:18,13,6,5452,310,208,cluster2
4336,12:44:04,78,78,3726,204,189,cluster4
4337,17:00:51,3,0,1372,76,68,cluster0
4338,20:42:36,6,5,166,12,16,cluster0
4339,13:49:25,70,87,3937,330,272,cluster4
4340,0:57:41,0,0,230,34,24,cluster0
4341,15:31:04,13,8,4312,206,152,cluster3
4342,17:39:03,56,68,3702,395,153,cluster3
4343,15:42:29,11,0,5054,223,168,cluster3
4344,20:29:16,1,1,1603,54,60,cluster1
4345,15:13:33,1,0,845,63,56,cluster0
4346,20:44:46,2,0,842,166,201,cluster0
4347,19:20:20,0,0,552,77,43,cluster0
4348,15:03:14,28,15,3407,244,145,cluster3
4349,22:04:03,5,0,1134,113,83,cluster0
4350,21:09:57,0,0,2106,87,52,cluster1
4351,22:53:49,0,0,1522,28,34,cluster1
4352,15:45:49,49,11,2854,176,138,cluster1
4353,13:50:50,2,0,1557,97,84,cluster1
4354,21:06:12,12,18,177,16,16,cluster0
4355,14:40:27,26,4,5240,304,299,cluster2
4356,17:16:57,6,2,2029,93,83,cluster1
4357,13:24:30,7,0,3851,377,302,cluster3
4358,14:57:48,7,3,3528,270,180,cluster3
4359,12:39:14,28,0,1534,171,119,cluster1
4360,19:25:40,1,0,2574,77,155,cluster1
4361,0:46:06,33,40,1774,89,57,cluster1
4362,14:52:12,11,2,4396,232,298,cluster3
4363,21:07:52,27,38,1292,67,46,cluster0
4364,0:28:51,0,0,174,11,13,cluster0
4365,12:22:53,39,0,3920,291,155,cluster3
4366,22:04:58,7,3,398,28,23,cluster0
4367,16:05:50,9,4,1062,144,124,cluster0
4368,1:17:01,15,21,196,13,36,cluster0
4369,12:32:48,0,0,1418,66,65,cluster0
4370,1:30:01,9,8,186,10,16,cluster0
4371,20:19:51,0,0,605,80,37,cluster0
4372,0:41:11,1,1,214,17,30,cluster0
4373,22:40:34,1,1,331,128,41,cluster0
4374,19:37:40,2,0,630,75,72,cluster0
4375,18:30:19,2,0,704,111,56,cluster0
4376,20:57:36,1,0,1939,118,80,cluster1
4377,20:55:26,0,0,936,80,45,cluster0
4378,11:43:17,4,0,3538,315,229,cluster3
4379,13:23:00,2,2,761,23,39,cluster0
4380,16:09:50,3,0,1639,113,163,cluster1
4381,11:38:42,44,54,2797,323,204,cluster1
4382,14:57:28,6,0,3556,246,122,cluster3
4383,21:43:23,0,0,681,62,40,cluster0
4384,17:58:03,22,1,3850,262,159,cluster3
4385,12:22:23,48,3,4078,258,170,cluster3
4386,15:24:14,21,3,3030,287,241,cluster3
4387,15:08:38,1,0,1030,49,34,cluster0
4388,1:04:31,4,0,1376,171,166,cluster1
4389,20:44:11,7,0,2719,417,373,cluster1
4390,15:54:19,22,2,5365,697,531,cluster2
4391,15:44:00,1,1,2033,553,142,cluster1
4392,23:03:39,1,1,1365,101,56,cluster0
4393,1:32:16,0,0,227,22,38,cluster0
4394,16:39:26,17,3,3680,200,152,cluster3
4395,13:43:15,3,2,1710,131,122,cluster1
4396,20:18:21,35,39,2290,298,204,cluster1
4397,12:35:59,3,1,1952,147,94,cluster1
4398,12:07:03,6,2,2040,121,112,cluster1
4399,13:52:40,9,2,2174,283,182,cluster1
4400,15:58:35,4,3,2774,65,68,cluster1
4401,23:02:59,3,1,814,68,45,cluster0
4402,17:05:27,6,2,3626,212,182,cluster3
4403,12:07:48,4,0,2335,330,256,cluster1
4404,16:05:30,13,10,1030,113,93,cluster0
4405,19:03:05,14,21,616,65,60,cluster0
4406,16:33:00,13,12,2527,254,144,cluster1
4407,14:05:36,6,0,4772,409,417,cluster3
4408,16:09:10,28,25,3903,271,162,cluster3
4409,13:47:25,8,0,1803,367,300,cluster1
4410,13:43:25,2,0,2037,159,120,cluster1
4411,20:44:36,47,48,4163,299,147,cluster3
4412,12:55:34,19,5,3533,200,170,cluster3
4413,15:21:19,14,9,2527,81,66,cluster1
4414,23:21:59,3,1,802,52,65,cluster0
4415,12:54:34,49,60,3735,492,275,cluster3
4416,13:52:00,13,7,1521,198,189,cluster1
4417,18:48:14,14,4,3441,404,348,cluster3
4418,0:59:36,2,1,187,13,21,cluster0
4419,0:23:35,1,1,189,10,13,cluster0
4420,1:01:51,515,575,202,36,27,cluster4
4421,23:33:30,2,0,303,27,24,cluster0
4422,20:11:51,3,1,860,141,69,cluster0
4423,22:43:19,1,1,353,154,41,cluster0
4424,11:54:08,17,8,6310,1037,986,cluster2
4425,23:33:05,3,1,479,39,44,cluster0
4426,18:27:44,1,0,458,97,80,cluster0
4427,18:49:39,21,28,440,32,22,cluster0
4428,0:12:05,1,0,156,9,13,cluster0
4429,16:03:05,15,9,1852,174,153,cluster1
4430,15:59:04,2,2,2103,173,130,cluster1
4431,12:45:14,41,50,2676,434,375,cluster1
4432,20:22:46,3,0,1485,98,89,cluster1
4433,16:33:40,7,5,2322,259,169,cluster1
4434,1:05:56,19,24,205,13,29,cluster0
4435,17:48:13,14,5,5744,583,274,cluster2
4436,11:32:32,4,2,1959,214,126,cluster1
4437,11:46:52,47,65,3012,269,110,cluster4
4438,14:06:21,42,55,3949,249,244,cluster3
4439,11:26:27,42,60,1256,88,89,cluster0
4440,11:10:06,1,0,3689,333,174,cluster3
4441,17:52:58,0,0,1939,108,92,cluster1
4442,23:08:49,2,1,1803,238,58,cluster1
4443,11:29:22,48,68,3283,134,125,cluster4
4444,11:41:42,1,1,1515,191,127,cluster1
4445,15:27:23,27,37,882,92,71,cluster0
4446,19:35:10,29,41,2498,140,150,cluster1
4447,14:27:26,22,14,6101,320,204,cluster2
4448,16:06:05,5,0,3206,130,106,cluster3
4449,23:11:44,0,0,296,54,31,cluster0
4450,18:11:49,3,1,2241,84,107,cluster1
4451,15:28:38,2,0,1002,93,81,cluster0
4452,11:59:58,2,0,1734,89,61,cluster1
4453,16:23:26,20,2,3229,197,115,cluster3
4454,14:24:01,24,19,2241,149,130,cluster1
4455,15:08:03,11,2,1820,112,84,cluster1
4456,15:45:05,2,2,1177,105,146,cluster0
4457,11:21:07,3,0,1359,149,112,cluster0
4458,23:13:44,1,0,356,31,31,cluster0
4459,12:14:33,34,1,2849,215,190,cluster1
4460,11:21:42,2,0,2745,500,473,cluster1
4461,0:34:51,0,0,160,13,18,cluster0
4462,16:03:40,44,43,2576,299,230,cluster1
4463,19:14:15,9,0,4041,365,311,cluster3
4464,11:24:42,66,59,5976,1045,991,cluster2
4465,17:30:08,11,1,1562,193,68,cluster1
4466,13:24:50,2,0,1687,66,57,cluster1
4467,16:24:10,44,22,4240,653,500,cluster3
4468,21:51:13,0,0,1326,114,58,cluster0
4469,13:59:30,3,1,3081,286,212,cluster3
4470,15:46:29,72,35,3623,252,166,cluster3
4471,16:58:31,14,2,2429,115,104,cluster1
4472,16:53:21,6,3,1005,63,60,cluster0
4473,13:02:29,4,0,2061,531,240,cluster1
4474,0:39:11,1,1,192,16,21,cluster0
4475,16:17:35,23,7,3293,228,198,cluster3
4476,19:59:36,4,2,672,99,127,cluster0
4477,0:28:11,4,0,1479,219,194,cluster1
4478,13:30:40,8,0,1397,98,71,cluster0
4479,14:08:21,8,2,3488,273,134,cluster3
4480,15:07:08,4,2,2445,156,147,cluster1
4481,0:04:30,5,1,2046,230,170,cluster1
4482,1:07:46,1,1,187,13,18,cluster0
4483,16:10:40,17,9,2154,169,126,cluster1
4484,15:43:04,7,7,1383,166,97,cluster1
4485,14:19:21,15,14,2423,566,248,cluster1
4486,17:02:12,28,12,3894,210,129,cluster3
4487,13:23:40,1,0,819,121,96,cluster0
4488,11:48:32,9,6,3690,386,253,cluster3
4489,22:16:43,30,40,467,38,27,cluster0
4490,20:11:26,2,1,1389,206,73,cluster1
4491,13:52:25,2,0,977,119,88,cluster0
4492,19:13:30,1,0,2180,109,153,cluster1
4493,14:07:46,7,1,4504,303,255,cluster3
4494,13:42:20,1,0,2404,101,107,cluster1
4495,22:05:33,0,0,269,38,41,cluster0
4496,1:28:11,5,1,1308,209,167,cluster0
4497,15:46:34,49,11,2424,233,152,cluster1
4498,15:20:29,16,5,2809,284,101,cluster1
4499,15:49:10,1,1,2706,144,226,cluster1
4500,0:35:46,0,0,171,19,22,cluster0
4501,11:20:52,1,0,1538,155,106,cluster1
4502,0:51:46,0,0,230,12,31,cluster0
4503,12:17:33,37,0,3486,312,132,cluster3
4504,21:56:58,0,0,691,25,18,cluster0
4505,15:41:39,2,0,1125,103,65,cluster0
4506,16:55:41,9,7,919,61,63,cluster0
4507,23:13:39,3,1,393,29,13,cluster0
4508,16:28:00,13,9,1076,119,95,cluster0
4509,21:14:22,8,0,2659,373,331,cluster1
4510,12:48:14,8,0,2363,472,349,cluster1
4511,14:03:01,11,8,5409,520,317,cluster2
4512,22:12:03,21,24,371,23,34,cluster0
4513,20:25:41,1,0,432,37,20,cluster0
4514,20:21:51,40,50,1809,610,57,cluster1
4515,17:25:57,95,53,2002,194,198,cluster1
4516,11:52:08,40,54,3432,390,328,cluster3
4517,15:02:38,3,1,2363,154,102,cluster1
4518,16:09:05,17,6,3577,316,238,cluster3
4519,17:43:58,83,53,1579,168,144,cluster1
4520,16:52:31,12,4,2014,101,143,cluster1
4521,17:10:32,5,1,1795,221,127,cluster1
4522,22:47:49,0,0,193,44,22,cluster0
4523,23:03:34,1,1,1243,35,59,cluster0
4524,23:17:04,3,1,161,12,11,cluster0
4525,16:00:30,34,45,8870,302,238,cluster2
4526,14:50:42,2,1,3436,240,321,cluster3
4527,20:29:31,0,0,1376,38,67,cluster0
4528,22:31:49,5,2,678,102,44,cluster0
4529,15:29:38,2,0,913,65,49,cluster0
4530,14:44:02,7,2,2862,278,150,cluster1
4531,14:35:08,13,12,3185,232,124,cluster3
4532,12:49:24,17,5,2435,162,124,cluster1
4533,15:50:34,15,14,1484,106,79,cluster1
4534,16:57:01,11,5,1779,83,58,cluster1
4535,22:10:33,0,0,406,36,49,cluster0
4536,18:03:58,1,0,3244,165,188,cluster3
4537,15:30:24,2,0,1685,152,79,cluster1
4538,13:06:49,34,41,3476,256,187,cluster3
4539,16:40:05,172,113,1427,171,134,cluster4
4540,21:12:37,0,0,2034,109,83,cluster1
4541,18:02:08,4,1,5408,239,218,cluster2
4542,11:31:57,92,90,2612,243,170,cluster4
4543,14:02:51,77,100,3656,223,126,cluster4
4544,21:29:47,0,0,1911,97,75,cluster1
4545,12:20:53,52,0,2393,97,75,cluster1
4546,16:25:20,2,0,1200,134,128,cluster0
4547,1:33:11,1,1,465,22,28,cluster0
4548,20:24:11,57,76,3608,378,310,cluster4
4549,22:59:54,23,30,1036,65,35,cluster0
4550,16:15:00,3,1,2669,147,111,cluster1
4551,13:28:50,0,0,1848,161,94,cluster1
4552,20:16:51,13,12,811,190,85,cluster0
4553,14:34:33,23,6,8353,468,375,cluster2
4554,11:25:57,20,13,2046,230,144,cluster1
4555,11:42:22,1,0,3759,473,222,cluster3
4556,22:38:54,30,36,535,198,59,cluster0
4557,14:19:41,24,21,2013,472,171,cluster1
4558,22:57:49,0,0,160,17,14,cluster0
4559,16:02:25,42,60,1112,87,68,cluster0
4560,16:15:45,4,0,2886,173,130,cluster1
4561,17:07:27,7,0,4004,321,287,cluster3
4562,17:17:17,3,0,2095,118,91,cluster1
4563,20:09:46,0,0,450,170,40,cluster0
4564,14:07:21,22,18,4418,351,216,cluster3
4565,16:06:45,5,4,1923,280,224,cluster1
4566,16:42:51,7,2,2128,183,166,cluster1
4567,14:55:53,39,50,4374,202,227,cluster3
4568,21:25:42,3,0,339,40,57,cluster0
4569,11:43:12,1,1,1826,214,195,cluster1
4570,11:21:47,30,40,2753,404,379,cluster1
4571,15:14:38,5,0,1894,220,173,cluster1
4572,14:18:26,24,20,2284,310,187,cluster1
4573,12:17:38,41,1,3373,287,118,cluster3
4574,14:36:43,8,4,5225,195,149,cluster2
4575,23:58:50,20,27,1101,107,32,cluster0
4576,16:37:25,49,70,2104,412,136,cluster4
4577,14:57:03,74,100,4606,831,206,cluster4
4578,16:50:46,116,44,3078,172,154,cluster3
4579,13:53:50,3,0,1354,152,100,cluster0
4580,11:53:38,98,63,2605,303,217,cluster4
4581,23:25:04,1,1,313,23,40,cluster0
4582,0:35:26,0,0,190,19,28,cluster0
4583,15:34:29,55,47,4025,596,497,cluster3
4584,16:41:45,10,6,767,86,90,cluster0
4585,16:33:06,24,6,1964,224,158,cluster1
4586,14:51:22,3,1,5598,221,283,cluster2
4587,14:32:22,8,8,5656,661,143,cluster2
4588,23:57:35,0,0,177,11,24,cluster0
4589,15:14:28,16,6,4325,478,394,cluster3
4590,15:09:18,23,33,765,78,50,cluster0
4591,15:32:59,2,0,817,43,73,cluster0
4592,20:40:11,0,0,310,46,43,cluster0
4593,0:06:35,0,0,157,12,12,cluster0
4594,20:33:21,0,0,314,48,26,cluster0
4595,16:40:01,4,1,3423,104,94,cluster3
4596,15:12:23,5,3,1188,189,75,cluster0
4597,23:49:15,3,1,543,95,19,cluster0
4598,1:12:21,16,24,195,12,17,cluster0
4599,15:40:59,20,9,7173,358,163,cluster2
4600,16:14:30,12,4,2128,269,206,cluster1
4601,11:44:12,9,1,8781,1694,1490,cluster2
4602,13:57:55,10,4,5748,444,256,cluster2
4603,21:22:32,1,0,230,28,34,cluster0
4604,11:50:32,4,2,2668,323,144,cluster1
4605,16:22:25,26,20,1865,122,81,cluster1
4606,13:05:49,5,1,3584,133,157,cluster3
4607,19:19:30,0,0,3028,807,601,cluster3
4608,11:25:02,2,2,3072,273,172,cluster3
4609,21:45:43,4,0,4562,201,149,cluster3
4610,15:38:54,29,42,3261,254,215,cluster3
4611,14:36:17,0,0,6707,278,213,cluster2
4612,0:09:50,2,1,243,13,15,cluster0
4613,1:13:51,0,0,184,11,25,cluster0
4614,12:03:28,86,47,2365,291,270,cluster1
4615,0:05:50,15,22,189,10,15,cluster0
4616,18:12:14,1,0,2574,104,101,cluster1
4617,12:36:59,114,100,2969,224,151,cluster4
4618,14:30:52,64,82,5008,576,140,cluster2
4619,17:22:52,12,3,1719,144,87,cluster1
4620,12:39:04,30,8,4113,479,348,cluster3
4621,12:13:58,32,2,2166,147,100,cluster1
4622,1:19:41,1,1,179,12,30,cluster0
4623,11:31:32,4,2,2677,248,142,cluster1
4624,14:28:36,15,13,4405,191,170,cluster3
4625,15:52:39,48,46,1392,216,143,cluster1
4626,17:24:52,10,6,4048,316,210,cluster3
4627,15:36:54,3,1,3736,161,145,cluster3
4628,17:53:08,25,8,4772,171,118,cluster3
4629,18:08:49,47,63,1921,87,73,cluster1
4630,11:55:03,52,64,4385,201,145,cluster3
4631,23:50:35,3,1,714,34,15,cluster0
4632,23:42:40,0,0,181,10,15,cluster0
4633,16:33:25,17,13,3457,241,141,cluster3
4634,13:43:40,1,0,2219,98,93,cluster1
4635,13:06:29,2,1,1600,85,136,cluster1
4636,23:24:19,9,1,3007,418,378,cluster3
4637,13:56:55,6,2,1080,164,85,cluster0
4638,17:29:38,19,8,5255,152,81,cluster2
4639,15:55:34,18,4,4427,185,146,cluster3
4640,19:23:45,1,0,278,35,28,cluster0
4641,19:33:45,3,1,2780,163,160,cluster1
4642,18:14:24,3,0,3312,213,128,cluster3
4643,15:27:53,5,4,796,58,51,cluster0
4644,20:38:26,1,0,227,40,27,cluster0
4645,12:08:58,14,0,2339,181,121,cluster1
4646,17:55:08,2,1,1959,190,142,cluster1
4647,16:40:26,8,2,2357,167,99,cluster1
4648,13:08:34,37,47,1448,111,111,cluster1
4649,16:24:20,18,1,4108,599,507,cluster3
4650,21:33:37,0,0,200,18,22,cluster0
4651,11:12:51,3,0,1923,176,77,cluster1
4652,20:23:21,2,0,925,128,87,cluster0
4653,22:26:08,9,5,766,72,62,cluster0
4654,23:50:30,2,1,487,48,20,cluster0
4655,13:13:25,18,14,2064,121,90,cluster1
4656,0:46:56,3,2,253,23,24,cluster0
4657,0:38:41,2,1,183,13,17,cluster0
4658,12:04:28,39,17,4118,358,218,cluster3
4659,0:03:30,20,25,419,36,32,cluster0
4660,16:20:15,1,0,1016,104,89,cluster0
4661,16:30:20,32,14,2141,221,115,cluster1
4662,16:17:45,25,8,7720,428,353,cluster2
4663,18:04:33,10,1,3817,232,181,cluster3
